düzeltilmiş_hijri
tsl_dataset;;;;;;
Date;home;visitor;FT;hgoal;vgoal;result
1379-10-05;Ankara Keciorengucu;MKE Ankaragucu;0-2;0;2;A
1379-10-05;Genclerbirligi;Turanspor;0-0;0;0;D
1379-10-06;Ferikoy;Izmirspor;1-0;1;0;H
1379-10-06;Altay;Altinordu;2-3;2;3;A
1379-10-06;Istanbulspor;Karsiyaka;1-0;1;0;H
1379-10-09;Galatasaray;Besiktas;0-1;0;1;A
1379-10-12;Turanspor;Istanbulspor;0-0;0;0;D
1379-10-12;Kasimpasa;Genclerbirligi;1-1;1;1;D
1379-10-12;Karsiyaka;Goztepe;1-1;1;1;D
1379-10-12;MKE Ankaragucu;Ferikoy;0-1;0;1;A
1379-10-12;Altinordu;Izmirspor;1-1;1;1;D
1379-10-12;Besiktas;Ankara Keciorengucu;3-0;3;0;H
1379-10-13;Kasimpasa;Ankara Keciorengucu;2-1;2;1;H
1379-10-13;Altinordu;Goztepe;0-1;0;1;A
1379-10-13;Turanspor;Ferikoy;0-2;0;2;A
1379-10-13;Besiktas;Genclerbirligi;2-1;2;1;H
1379-10-13;Karsiyaka;Izmirspor;0-1;0;1;A
1379-10-13;MKE Ankaragucu;Istanbulspor;1-1;1;1;D
1379-10-16;Galatasaray;Fenerbahce;2-1;2;1;H
1379-10-19;Altinordu;Karsiyaka;1-3;1;3;A
1379-10-19;Galatasaray;Turanspor;1-0;1;0;H
1379-10-19;Beykoz 1908;Altay;0-0;0;0;D
1379-10-19;Ankara Demirspor;Adalet;1-0;1;0;H
1379-10-19;Fatih Karagumruk;MKE Ankaragucu;1-0;1;0;H
1379-10-20;Fatih Karagumruk;Turanspor;2-0;2;0;H
1379-10-20;Galatasaray;MKE Ankaragucu;2-0;2;0;H
1379-10-20;Adalet;Altay;3-2;3;2;H
1379-10-20;Ankara Demirspor;Beykoz 1908;1-0;1;0;H
1379-10-20;Izmirspor;Goztepe;1-2;1;2;A
1379-10-23;Ferikoy;Istanbulspor;2-0;2;0;H
1379-10-23;Fatih Karagumruk;Fenerbahce;3-3;3;3;D
1379-10-26;Fatih Karagumruk;Izmirspor;2-4;2;4;A
1379-10-26;Turanspor;Vefa;1-0;1;0;H
1379-10-26;Galatasaray;Karsiyaka;5-0;5;0;H
1379-10-26;MKE Ankaragucu;Fenerbahce;1-4;1;4;A
1379-10-27;Turanspor;Fenerbahce;1-3;1;3;A
1379-10-27;MKE Ankaragucu;Vefa;1-1;1;1;D
1379-10-27;Galatasaray;Izmirspor;1-1;1;1;D
1379-10-27;Fatih Karagumruk;Karsiyaka;1-2;1;2;A
1379-11-01;MKE Ankaragucu;Ankara Demirspor;3-2;3;2;H
1379-11-01;Kasimpasa;Fatih Karagumruk;0-0;0;0;D
1379-11-01;Ferikoy;Besiktas;0-1;0;1;A
1379-11-11;Izmirspor;Altay;2-1;2;1;H
1379-11-12;Altay;Karsiyaka;0-1;0;1;A
1379-11-18;Ankara Keciorengucu;Adalet;2-0;2;0;H
1379-11-18;Vefa;Altinordu;1-0;1;0;H
1379-11-18;Fenerbahce;Goztepe;0-0;0;0;D
1379-11-18;Genclerbirligi;Beykoz 1908;1-1;1;1;D
1379-11-18;Ankara Demirspor;Karsiyaka;0-1;0;1;A
1379-11-19;Genclerbirligi;Adalet;0-1;0;1;A
1379-11-19;Vefa;Goztepe;2-2;2;2;D
1379-11-19;Kasimpasa;Ferikoy;1-2;1;2;A
1379-11-19;Ankara Keciorengucu;Beykoz 1908;1-1;1;1;D
1379-11-19;Fenerbahce;Altinordu;2-0;2;0;H
1379-11-22;Ankara Demirspor;Izmirspor;0-1;0;1;A
1379-11-22;Beykoz 1908;Istanbulspor;1-1;1;1;D
1379-11-25;Adalet;MKE Ankaragucu;0-0;0;0;D
1379-11-25;Ankara Keciorengucu;Karsiyaka;1-4;1;4;A
1379-11-25;Beykoz 1908;Turanspor;1-1;1;1;D
1379-11-25;Genclerbirligi;Izmirspor;1-2;1;2;A
1379-11-26;Adalet;Turanspor;0-1;0;1;A
1379-11-26;Beykoz 1908;MKE Ankaragucu;0-4;0;4;A
1379-11-26;Genclerbirligi;Karsiyaka;2-2;2;2;D
1379-11-26;Ankara Keciorengucu;Izmirspor;1-1;1;1;D
1379-12-17;Fenerbahce;Besiktas;1-0;1;0;H
1380-03-04;Kasimpasa;Goztepe;0-0;0;0;D
1380-03-04;Fenerbahce;Vefa;3-0;3;0;H
1380-03-04;Altay;Altinordu;0-3;0;3;A
1380-03-04;Genclerbirligi;Ankara Demirspor;4-1;4;1;H
1380-03-05;Fatih Karagumruk;Ferikoy;3-0;3;0;H
1380-03-05;Besiktas;Goztepe;3-1;3;1;H
1380-03-05;MKE Ankaragucu;Turk Telekom;3-2;3;2;H
1380-03-05;Izmirspor;Karsiyaka;0-0;0;0;D
1380-03-07;Vefa;Beykoz 1908;1-1;1;1;D
1380-03-07;Besiktas;Istanbulspor;3-0;3;0;H
1380-03-07;Turk Telekom;Genclerbirligi;1-0;1;0;H
1380-03-11;Izmirspor;Turk Telekom;4-0;4;0;H
1380-03-11;Altinordu;Turanspor;2-0;2;0;H
1380-03-11;Ferikoy;Kasimpasa;1-0;1;0;H
1380-03-11;Genclerbirligi;Istanbulspor;3-1;3;1;H
1380-03-11;Adana Demirspor;Fenerbahce;0-2;0;2;A
1380-03-11;Galatasaray;Vefa;2-0;2;0;H
1380-03-12;Altinordu;Turk Telekom;2-1;2;1;H
1380-03-12;Vefa;Kasimpasa;1-1;1;1;D
1380-03-12;Galatasaray;Ferikoy;2-0;2;0;H
1380-03-12;Genclerbirligi;Fenerbahce;1-1;1;1;D
1380-03-12;Izmirspor;Turanspor;1-0;1;0;H
1380-03-12;Adana Demirspor;Istanbulspor;2-3;2;3;A
1380-03-18;Fatih Karagumruk;Vefa;3-0;3;0;H
1380-03-18;Turk Telekom;Altay;1-1;1;1;D
1380-03-18;Galatasaray;Istanbulspor;2-0;2;0;H
1380-03-18;Turanspor;Karsiyaka;3-3;3;3;D
1380-03-19;Izmirspor;Altinordu;2-0;2;0;H
1380-03-19;Istanbulspor;Fatih Karagumruk;0-0;0;0;D
1380-03-19;Fenerbahce;Goztepe;3-1;3;1;H
1380-03-19;Turk Telekom;Karsiyaka;1-0;1;0;H
1380-03-19;Turanspor;Altay;2-2;2;2;D
1380-03-21;Genclerbirligi;Adana Demirspor;1-0;1;0;H
1380-03-25;Galatasaray;Izmirspor;3-1;3;1;H
1380-03-25;Karsiyaka;Goztepe;0-0;0;0;D
1380-03-25;Ferikoy;Altinordu;0-0;0;0;D
1380-03-25;Altay;Vefa;1-1;1;1;D
1380-03-26;Ferikoy;Izmirspor;0-0;0;0;D
1380-03-26;Turanspor;Beykoz 1908;1-1;1;1;D
1380-03-26;Karsiyaka;Vefa;0-2;0;2;A
1380-03-26;Galatasaray;Altinordu;3-3;3;3;D
1380-03-26;Turk Telekom;Besiktas;0-1;0;1;A
1380-03-26;Altay;Goztepe;2-2;2;2;D
1380-03-27;Turk Telekom;Beykoz 1908;1-1;1;1;D
1380-03-27;Turanspor;Besiktas;3-0;3;0;H
1380-03-29;Besiktas;Beykoz 1908;0-2;0;2;A
1380-04-02;Turanspor;Turk Telekom;1-1;1;1;D
1380-04-02;Vefa;Ferikoy;1-0;1;0;H
1380-04-02;Fenerbahce;Fatih Karagumruk;2-0;2;0;H
1380-04-02;Genclerbirligi;MKE Ankaragucu;1-0;1;0;H
1380-04-03;Ankara Demirspor;MKE Ankaragucu;4-3;4;3;H
1380-04-03;Adana Demirspor;Turk Telekom;0-0;0;0;D
1380-04-06;Goztepe;Beykoz 1908;3-2;3;2;H
1380-04-09;Adana Demirspor;Ferikoy;1-1;1;1;D
1380-04-09;Genclerbirligi;Galatasaray;3-0;3;0;H
1380-04-09;Karsiyaka;Besiktas;3-1;3;1;H
1380-04-09;Altay;Beykoz 1908;0-1;0;1;A
1380-04-10;Adana Demirspor;Galatasaray;2-2;2;2;D
1380-04-10;Altay;Besiktas;0-0;0;0;D
1380-04-10;Genclerbirligi;Ferikoy;3-1;3;1;H
1380-04-10;Karsiyaka;Beykoz 1908;0-0;0;0;D
1380-04-16;Beykoz 1908;MKE Ankaragucu;2-1;2;1;H
1380-04-16;Genclerbirligi;Vefa;2-1;2;1;H
1380-04-16;Izmirspor;Fatih Karagumruk;0-0;0;0;D
1380-04-16;Adana Demirspor;Goztepe;2-1;2;1;H
1380-04-16;Altinordu;Kasimpasa;0-1;0;1;A
1380-04-16;Besiktas;Ankara Demirspor;2-1;2;1;H
1380-04-17;Izmirspor;Kasimpasa;1-2;1;2;A
1380-04-17;Genclerbirligi;Goztepe;2-2;2;2;D
1380-04-17;Besiktas;MKE Ankaragucu;2-1;2;1;H
1380-04-17;Altinordu;Fatih Karagumruk;1-1;1;1;D
1380-04-17;Beykoz 1908;Ankara Demirspor;0-1;0;1;A
1380-04-17;Adana Demirspor;Vefa;1-2;1;2;A
1380-04-23;Ankara Demirspor;Kasimpasa;0-0;0;0;D
1380-04-23;Beykoz 1908;Genclerbirligi;2-0;2;0;H
1380-04-23;Besiktas;Adana Demirspor;3-0;3;0;H
1380-04-23;Karsiyaka;Fenerbahce;1-7;1;7;A
1380-04-23;MKE Ankaragucu;Fatih Karagumruk;1-4;1;4;A
1380-04-23;Altay;Istanbulspor;2-1;2;1;H
1380-04-24;Besiktas;Genclerbirligi;1-1;1;1;D
1380-04-24;Karsiyaka;Istanbulspor;2-1;2;1;H
1380-04-24;Altay;Fenerbahce;0-1;0;1;A
1380-04-24;MKE Ankaragucu;Kasimpasa;0-0;0;0;D
1380-04-24;Beykoz 1908;Adana Demirspor;3-0;3;0;H
1380-04-24;Ankara Demirspor;Fatih Karagumruk;2-1;2;1;H
1380-04-29;MKE Ankaragucu;Fenerbahce;1-3;1;3;A
1380-04-29;Ankara Demirspor;Istanbulspor;2-0;2;0;H
1380-04-29;Altay;Galatasaray;0-0;0;0;D
1380-04-29;Karsiyaka;Ferikoy;4-0;4;0;H
1380-05-01;Besiktas;Fatih Karagumruk;1-1;1;1;D
1380-05-01;Beykoz 1908;Kasimpasa;3-2;3;2;H
1380-05-01;MKE Ankaragucu;Istanbulspor;2-2;2;2;D
1380-05-01;Ankara Demirspor;Fenerbahce;2-2;2;2;D
1380-05-01;Karsiyaka;Galatasaray;0-1;0;1;A
1380-05-01;Altay;Ferikoy;1-0;1;0;H
1380-05-04;Goztepe;Ferikoy;3-1;3;1;H
1380-05-07;Besiktas;Kasimpasa;1-1;1;1;D
1380-05-07;Istanbulspor;Ferikoy;1-0;1;0;H
1380-05-08;Altinordu;Ankara Demirspor;1-1;1;1;D
1380-05-08;Galatasaray;Fatih Karagumruk;3-0;3;0;H
1380-05-08;Turk Telekom;Goztepe;1-1;1;1;D
1380-05-08;Beykoz 1908;Fenerbahce;0-0;0;0;D
1380-05-08;Turanspor;Vefa;0-1;0;1;A
1380-05-08;Izmirspor;MKE Ankaragucu;1-1;1;1;D
1380-05-09;Turk Telekom;Vefa;0-0;0;0;D
1380-05-09;Besiktas;Ferikoy;0-0;0;0;D
1380-05-09;Altinordu;MKE Ankaragucu;1-1;1;1;D
1380-05-09;Turanspor;Goztepe;1-0;1;0;H
1380-05-09;Izmirspor;Ankara Demirspor;1-1;1;1;D
1380-05-09;Istanbulspor;Kasimpasa;1-0;1;0;H
1380-05-15;Istanbulspor;Goztepe;2-1;2;1;H
1380-05-15;Ankara Demirspor;Turk Telekom;1-0;1;0;H
1380-05-15;Beykoz 1908;Galatasaray;0-0;0;0;D
1380-05-15;Karsiyaka;Genclerbirligi;3-0;3;0;H
1380-05-15;Altay;Adana Demirspor;2-1;2;1;H
1380-05-16;Ankara Demirspor;Turanspor;0-0;0;0;D
1380-05-16;Altay;Genclerbirligi;0-1;0;1;A
1380-05-16;Karsiyaka;Adana Demirspor;1-1;1;1;D
1380-05-16;Fatih Karagumruk;Goztepe;2-0;2;0;H
1380-05-16;Istanbulspor;Fenerbahce;2-2;2;2;D
1380-05-22;Genclerbirligi;Altinordu;1-0;1;0;H
1380-05-22;Fatih Karagumruk;Turanspor;1-1;1;1;D
1380-05-22;Adana Demirspor;Izmirspor;0-2;0;2;A
1380-05-22;Kasimpasa;Turk Telekom;0-1;0;1;A
1380-05-23;Kasimpasa;Turanspor;1-1;1;1;D
1380-05-23;Genclerbirligi;Izmirspor;1-1;1;1;D
1380-05-23;Altay;Karsiyaka;1-0;1;0;H
1380-05-23;Fatih Karagumruk;Turk Telekom;3-1;3;1;H
1380-05-23;Adana Demirspor;Altinordu;2-2;2;2;D
1380-05-26;Adana Demirspor;Turanspor;1-1;1;1;D
1380-05-29;Kasimpasa;Altay;1-2;1;2;A
1380-05-29;MKE Ankaragucu;Turanspor;1-1;1;1;D
1380-05-29;Fatih Karagumruk;Karsiyaka;2-0;2;0;H
1380-05-29;Altinordu;Fenerbahce;0-0;0;0;D
1380-05-29;Ankara Demirspor;Adana Demirspor;2-0;2;0;H
1380-05-29;Izmirspor;Istanbulspor;1-0;1;0;H
1380-05-30;Izmirspor;Fenerbahce;0-0;0;0;D
1380-05-30;Kasimpasa;Karsiyaka;1-0;1;0;H
1380-05-30;Turanspor;Genclerbirligi;2-1;2;1;H
1380-05-30;MKE Ankaragucu;Adana Demirspor;1-0;1;0;H
1380-05-30;Altinordu;Istanbulspor;3-1;3;1;H
1380-05-30;Fatih Karagumruk;Altay;1-1;1;1;D
1380-06-13;Beykoz 1908;Izmirspor;3-0;3;0;H
1380-06-13;Turanspor;Ferikoy;0-0;0;0;D
1380-06-13;Vefa;MKE Ankaragucu;1-2;1;2;A
1380-06-13;Besiktas;Altinordu;3-1;3;1;H
1380-06-13;Turk Telekom;Galatasaray;1-3;1;3;A
1380-06-13;Goztepe;Ankara Demirspor;3-1;3;1;H
1380-06-14;Beykoz 1908;Altinordu;0-0;0;0;D
1380-06-14;Turk Telekom;Ferikoy;0-2;0;2;A
1380-06-14;Vefa;Ankara Demirspor;2-2;2;2;D
1380-06-14;Turanspor;Galatasaray;0-6;0;6;A
1380-06-14;Goztepe;MKE Ankaragucu;1-1;1;1;D
1380-06-14;Besiktas;Izmirspor;4-2;4;2;H
1380-06-20;Adana Demirspor;Kasimpasa;1-0;1;0;H
1380-06-20;Istanbulspor;Turanspor;1-0;1;0;H
1380-06-20;Altinordu;Karsiyaka;2-1;2;1;H
1380-06-20;Fenerbahce;Turk Telekom;2-1;2;1;H
1380-06-20;Genclerbirligi;Fatih Karagumruk;4-1;4;1;H
1380-06-21;Adana Demirspor;Fatih Karagumruk;0-2;0;2;A
1380-06-21;Istanbulspor;Turk Telekom;1-1;1;1;D
1380-06-21;Fenerbahce;Turanspor;3-0;3;0;H
1380-06-21;Goztepe;Galatasaray;1-3;1;3;A
1380-06-21;Genclerbirligi;Kasimpasa;1-0;1;0;H
1380-06-27;Galatasaray;Kasimpasa;0-0;0;0;D
1380-06-27;Ankara Demirspor;Altay;0-0;0;0;D
1380-06-27;Fenerbahce;Ferikoy;1-0;1;0;H
1380-06-27;MKE Ankaragucu;Karsiyaka;1-0;1;0;H
1380-06-28;Ankara Demirspor;Karsiyaka;0-0;0;0;D
1380-06-28;Beykoz 1908;Istanbulspor;2-2;2;2;D
1380-06-28;Fenerbahce;Galatasaray;0-5;0;5;A
1380-06-28;MKE Ankaragucu;Altay;3-0;3;0;H
1380-07-05;MKE Ankaragucu;Galatasaray;1-0;1;0;H
1380-07-05;Beykoz 1908;Fatih Karagumruk;3-1;3;1;H
1380-07-05;Ankara Demirspor;Ferikoy;1-3;1;3;A
1380-07-05;Besiktas;Vefa;3-0;3;0;H
1380-07-06;Istanbulspor;Vefa;3-0;3;0;H
1380-07-06;Ankara Demirspor;Galatasaray;0-2;0;2;A
1380-07-06;Fenerbahce;Besiktas;1-3;1;3;A
1380-07-06;Izmirspor;Altay;1-0;1;0;H
1380-07-06;MKE Ankaragucu;Ferikoy;0-1;0;1;A
1380-07-12;Beykoz 1908;Ferikoy;1-0;1;0;H
1380-07-12;Izmirspor;Goztepe;0-1;0;1;A
1380-07-12;Altinordu;Vefa;0-0;0;0;D
1380-07-12;Fenerbahce;Kasimpasa;3-0;3;0;H
1380-07-13;Fatih Karagumruk;Kasimpasa;1-1;1;1;D
1380-07-13;Altinordu;Goztepe;0-1;0;1;A
1380-07-13;Galatasaray;Besiktas;1-0;1;0;H
1380-07-13;Izmirspor;Vefa;0-1;0;1;A
1380-07-15;Goztepe;Vefa;0-1;0;1;A
1380-07-26;Altay;MKE Ankaragucu;3-0;3;0;H
1380-07-26;Adana Demirspor;Besiktas;0-2;0;2;A
1380-07-26;Fenerbahce;Izmirspor;3-0;3;0;H
1380-07-26;Karsiyaka;Ankara Demirspor;2-3;2;3;A
1380-07-26;Istanbulspor;Altinordu;1-0;1;0;H
1380-07-26;Genclerbirligi;Beykoz 1908;0-0;0;0;D
1380-07-27;Fenerbahce;Altinordu;4-0;4;0;H
1380-07-27;Altay;Ankara Demirspor;0-0;0;0;D
1380-07-27;Istanbulspor;Izmirspor;1-1;1;1;D
1380-07-27;Adana Demirspor;Beykoz 1908;1-1;1;1;D
1380-07-27;Genclerbirligi;Besiktas;1-1;1;1;D
1380-07-27;Karsiyaka;MKE Ankaragucu;1-1;1;1;D
1380-08-03;Vefa;Fatih Karagumruk;1-1;1;1;D
1380-08-03;Adana Demirspor;MKE Ankaragucu;0-4;0;4;A
1380-08-03;Galatasaray;Turanspor;5-0;5;0;H
1380-08-03;Goztepe;Kasimpasa;1-3;1;3;A
1380-08-03;Ferikoy;Turk Telekom;0-0;0;0;D
1380-08-04;Goztepe;Fatih Karagumruk;2-1;2;1;H
1380-08-04;Ankara Demirspor;Genclerbirligi;1-1;1;1;D
1380-08-04;Galatasaray;Turk Telekom;1-0;1;0;H
1380-08-04;Kasimpasa;Vefa;1-0;1;0;H
1380-08-04;Ferikoy;Turanspor;5-1;5;1;H
1380-08-10;Izmirspor;Genclerbirligi;0-0;0;0;D
1380-08-10;Istanbulspor;MKE Ankaragucu;0-1;0;1;A
1380-08-10;Altinordu;Adana Demirspor;1-1;1;1;D
1380-08-10;Fenerbahce;Ankara Demirspor;2-0;2;0;H
1380-08-11;Turk Telekom;Turanspor;1-3;1;3;A
1380-08-11;Fenerbahce;MKE Ankaragucu;1-0;1;0;H
1380-08-11;Altinordu;Genclerbirligi;0-1;0;1;A
1380-08-11;Izmirspor;Adana Demirspor;0-0;0;0;D
1380-08-11;Istanbulspor;Ankara Demirspor;1-2;1;2;A
1380-08-17;Ferikoy;Istanbulspor;1-0;1;0;H
1380-08-17;MKE Ankaragucu;Ankara Demirspor;0-0;0;0;D
1380-08-17;Fatih Karagumruk;Besiktas;1-2;1;2;A
1380-08-17;Altay;Turanspor;0-1;0;1;A
1380-08-17;Karsiyaka;Turk Telekom;0-1;0;1;A
1380-08-18;Karsiyaka;Turanspor;3-0;3;0;H
1380-08-18;Kasimpasa;Besiktas;0-3;0;3;A
1380-08-18;Altay;Turk Telekom;0-0;0;0;D
1380-08-18;Fatih Karagumruk;Beykoz 1908;0-0;0;0;D
1380-08-24;Turanspor;Fenerbahce;0-2;0;2;A
1380-08-24;Vefa;Galatasaray;0-2;0;2;A
1380-08-24;Ferikoy;Goztepe;2-1;2;1;H
1380-08-24;Turk Telekom;Istanbulspor;1-1;1;1;D
1380-08-25;Ferikoy;Vefa;0-0;0;0;D
1380-08-25;Turanspor;Istanbulspor;0-1;0;1;A
1380-08-25;Galatasaray;Goztepe;4-0;4;0;H
1380-08-25;Karsiyaka;Izmirspor;0-2;0;2;A
1380-08-25;Turk Telekom;Fenerbahce;0-1;0;1;A
1380-09-02;Ankara Demirspor;Vefa;0-1;0;1;A
1380-09-02;Ferikoy;Fenerbahce;0-1;0;1;A
1380-09-02;MKE Ankaragucu;Goztepe;0-0;0;0;D
1380-09-02;Istanbulspor;Beykoz 1908;0-2;0;2;A
1380-09-03;Kasimpasa;Beykoz 1908;0-1;0;1;A
1380-09-03;Ankara Demirspor;Goztepe;1-0;1;0;H
1380-09-03;Istanbulspor;Besiktas;0-0;0;0;D
1380-09-03;Karsiyaka;Altay;1-0;1;0;H
1380-09-03;MKE Ankaragucu;Vefa;0-1;0;1;A
1380-09-09;Besiktas;Karsiyaka;2-0;2;0;H
1380-09-09;Turk Telekom;Ankara Demirspor;0-0;0;0;D
1380-09-09;Izmirspor;Ferikoy;1-0;1;0;H
1380-09-09;Beykoz 1908;Altay;3-1;3;1;H
1380-09-09;Altinordu;Galatasaray;0-3;0;3;A
1380-09-10;Altinordu;Ferikoy;2-2;2;2;D
1380-09-10;Turanspor;MKE Ankaragucu;0-1;0;1;A
1380-09-10;Besiktas;Altay;2-1;2;1;H
1380-09-10;Izmirspor;Galatasaray;2-1;2;1;H
1380-09-10;Beykoz 1908;Karsiyaka;2-1;2;1;H
1380-09-16;Istanbulspor;Genclerbirligi;2-2;2;2;D
1380-09-16;Altay;Izmirspor;1-0;1;0;H
1380-09-16;Fenerbahce;Adana Demirspor;5-0;5;0;H
1380-09-16;Turk Telekom;MKE Ankaragucu;2-2;2;2;D
1380-09-17;Istanbulspor;Adana Demirspor;1-2;1;2;A
1380-09-17;Goztepe;Karsiyaka;2-6;2;6;A
1380-09-17;Turanspor;Ankara Demirspor;3-0;3;0;H
1380-09-17;Fenerbahce;Genclerbirligi;3-3;3;3;D
1380-09-23;Beykoz 1908;Besiktas;0-0;0;0;D
1380-09-23;Turk Telekom;Adana Demirspor;2-0;2;0;H
1380-09-23;Kasimpasa;Fatih Karagumruk;2-1;2;1;H
1380-09-24;Vefa;Goztepe;1-0;1;0;H
1380-09-24;Ferikoy;Galatasaray;0-1;0;1;A
1380-09-24;Genclerbirligi;Turanspor;1-0;1;0;H
1380-09-24;Karsiyaka;Altinordu;3-3;3;3;D
1380-09-30;Kasimpasa;Istanbulspor;1-1;1;1;D
1380-09-30;Vefa;Turk Telekom;0-0;0;0;D
1380-09-30;Fatih Karagumruk;Fenerbahce;0-1;0;1;A
1380-10-01;Vefa;Turanspor;1-1;1;1;D
1380-10-01;Adana Demirspor;Genclerbirligi;1-5;1;5;A
1380-10-01;Goztepe;Turk Telekom;1-1;1;1;D
1380-10-01;Fatih Karagumruk;Istanbulspor;1-4;1;4;A
1380-10-01;Kasimpasa;Fenerbahce;0-3;0;3;A
1380-10-02;Goztepe;Turanspor;0-0;0;0;D
1380-10-02;Besiktas;Galatasaray;2-0;2;0;H
1380-10-07;Fatih Karagumruk;Adana Demirspor;3-0;3;0;H
1380-10-07;Ankara Demirspor;Beykoz 1908;3-1;3;1;H
1380-10-07;Altinordu;Altay;1-1;1;1;D
1380-10-07;Kasimpasa;Genclerbirligi;0-1;0;1;A
1380-10-07;MKE Ankaragucu;Besiktas;1-1;1;1;D
1380-10-08;Kasimpasa;Adana Demirspor;1-0;1;0;H
1380-10-08;Fatih Karagumruk;Genclerbirligi;2-1;2;1;H
1380-10-08;Goztepe;Fenerbahce;0-1;0;1;A
1380-10-08;Ankara Demirspor;Besiktas;0-1;0;1;A
1380-10-08;MKE Ankaragucu;Beykoz 1908;2-3;2;3;A
1380-10-14;Adana Demirspor;Karsiyaka;0-0;0;0;D
1380-10-14;Altinordu;Izmirspor;1-1;1;1;D
1380-10-14;Genclerbirligi;Altay;1-0;1;0;H
1380-10-14;Kasimpasa;Galatasaray;0-1;0;1;A
1380-10-14;Ferikoy;Fatih Karagumruk;2-1;2;1;H
1380-10-15;Vefa;Istanbulspor;1-1;1;1;D
1380-10-15;Adana Demirspor;Altay;1-3;1;3;A
1380-10-15;Kasimpasa;Ferikoy;0-0;0;0;D
1380-10-15;Fatih Karagumruk;Galatasaray;0-0;0;0;D
1380-10-15;Goztepe;Besiktas;0-3;0;3;A
1380-10-15;Genclerbirligi;Karsiyaka;0-1;0;1;A
1380-10-18;Vefa;Besiktas;0-2;0;2;A
1380-10-21;Beykoz 1908;Turk Telekom;1-0;1;0;H
1380-10-21;Adana Demirspor;Ankara Demirspor;1-2;1;2;A
1380-10-21;Besiktas;Turanspor;4-0;4;0;H
1380-10-22;Beykoz 1908;Turanspor;1-1;1;1;D
1380-10-22;Goztepe;Izmirspor;2-1;2;1;H
1380-10-22;MKE Ankaragucu;Genclerbirligi;1-1;1;1;D
1380-10-22;Besiktas;Turk Telekom;4-2;4;2;H
1380-10-28;Ferikoy;Besiktas;0-0;0;0;D
1380-10-28;Galatasaray;Beykoz 1908;5-0;5;0;H
1380-10-28;Altay;Fatih Karagumruk;2-2;2;2;D
1380-10-28;Karsiyaka;Kasimpasa;1-1;1;1;D
1380-10-29;Altay;Kasimpasa;0-0;0;0;D
1380-10-29;Ferikoy;Beykoz 1908;0-3;0;3;A
1380-10-29;Fenerbahce;Istanbulspor;6-2;6;2;H
1380-10-29;Karsiyaka;Fatih Karagumruk;3-1;3;1;H
1380-11-03;Goztepe;Altinordu;1-0;1;0;H
1380-11-03;Vefa;Altay;2-1;2;1;H
1380-11-06;Ferikoy;Altay;4-1;4;1;H
1380-11-06;Turk Telekom;Fatih Karagumruk;3-2;3;2;H
1380-11-06;Galatasaray;Karsiyaka;2-0;2;0;H
1380-11-06;Turanspor;Kasimpasa;1-2;1;2;A
1380-11-07;Ferikoy;Karsiyaka;2-1;2;1;H
1380-11-07;Turk Telekom;Kasimpasa;0-1;0;1;A
1380-11-07;Goztepe;Istanbulspor;3-1;3;1;H
1380-11-07;Turanspor;Fatih Karagumruk;1-0;1;0;H
1380-11-07;Galatasaray;Altay;4-0;4;0;H
1380-11-10;Vefa;Karsiyaka;1-1;1;1;D
1380-11-10;Beykoz 1908;Goztepe;0-0;0;0;D
1380-11-13;Ferikoy;Genclerbirligi;1-1;1;1;D
1380-11-13;Altinordu;Beykoz 1908;0-3;0;3;A
1380-11-13;Izmirspor;Besiktas;0-0;0;0;D
1380-11-13;Galatasaray;Adana Demirspor;2-0;2;0;H
1380-11-14;Altinordu;Besiktas;0-1;0;1;A
1380-11-14;Galatasaray;Genclerbirligi;1-0;1;0;H
1380-11-14;Ferikoy;Adana Demirspor;0-0;0;0;D
1380-11-14;Izmirspor;Beykoz 1908;0-0;0;0;D
1380-11-17;Besiktas;Fenerbahce;0-1;0;1;A
1380-11-20;Ankara Demirspor;Izmirspor;1-1;1;1;D
1380-11-20;Istanbulspor;Altay;2-0;2;0;H
1380-11-20;Fenerbahce;Karsiyaka;3-1;3;1;H
1380-11-20;MKE Ankaragucu;Altinordu;3-0;3;0;H
1380-11-21;Beykoz 1908;Vefa;1-2;1;2;A
1380-11-21;Ankara Demirspor;Altinordu;2-0;2;0;H
1380-11-21;Istanbulspor;Karsiyaka;0-2;0;2;A
1380-11-21;Fenerbahce;Altay;1-1;1;1;D
1380-11-21;MKE Ankaragucu;Izmirspor;1-1;1;1;D
1380-11-24;Fatih Karagumruk;Ankara Demirspor;1-0;1;0;H
1380-11-24;Kasimpasa;MKE Ankaragucu;2-0;2;0;H
1380-11-25;Kasimpasa;Ankara Demirspor;0-0;0;0;D
1380-11-25;Fatih Karagumruk;MKE Ankaragucu;1-0;1;0;H
1380-11-27;Genclerbirligi;Turk Telekom;2-2;2;2;D
1380-11-27;Turanspor;Adana Demirspor;1-0;1;0;H
1380-11-28;Vefa;Izmirspor;1-0;1;0;H
1380-12-03;Vefa;Fenerbahce;1-1;1;1;D
1380-12-04;Ferikoy;MKE Ankaragucu;2-2;2;2;D
1380-12-04;Turk Telekom;Altinordu;1-0;1;0;H
1380-12-04;Turanspor;Izmirspor;0-0;0;0;D
1380-12-04;Galatasaray;Ankara Demirspor;1-0;1;0;H
1380-12-05;Galatasaray;MKE Ankaragucu;2-1;2;1;H
1380-12-05;Goztepe;Altay;1-0;1;0;H
